	Description	Secretion	SignalP	RNA binding domain	Diff exp	S4TE;promotor_motif	S4TE;homology	S4TE;Eukaryotic_domains	S4TE;Prokaryotic_domains	S4TE;Nuclear_localization_signal	S4TE;Prenylation	S4TE;Coiled_coils	S4TE;C_basicity	S4TE;C_charge	S4TE;C_hidrofilnost	S4TE;hidrofilnost	S4TE;E-block	S4TE Score	CatRapid mean	CatRapid max	CatRapid max (STAR, all)	CatRapid mean (STAR, all)	CatRapid max (Z-score, all)	CatRapid mean (Z-score, all)	CatRapid count Z-score > 2 (all)
CP003496.1_prot_D7S_00736_663	glycosylltransferase	0.0	0.387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.4747787797660984	4.94	0.46	0.1884307578656261	5.8	-0.44978017919042307	2817
CP003496.1_prot_D7S_00737_664	argininosuccinate lyase	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0	-0.15653867831478088	4.11	0.12	0.05006070880609174	6.99	-0.16235571003731558	11398
CP003496.1_prot_D7S_00738_665	glutamate dehydrogenase	0.0	0.098	0.0	-2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.3700260673524024	3.11	0.63	0.2769004413463906	5.23	-0.37437198113386244	4436
CP003496.1_prot_D7S_00739_666	catalase	1.0	0.202	0.5	-3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	-0.010158517683528247	3.63	0.97	0.7159494629969881	4.93	-0.0446762828405281	11592
CP003496.1_prot_D7S_00740_667	putative FHA domain protein	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.28015710863745247	3.63	0.14	0.06968026064061526	4.63	-0.2989129240619022	5590
CP003496.1_prot_D7S_00741_668	hypothetical protein	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	4.0	-0.17136959278568406	9.62	1.0	0.5088257912980887	9.62	-0.23971634496997707	21418
CP003496.1_prot_D7S_00742_669	WD-40 repeat containing protein, putative	0.0	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.09121389319430746	3.26	0.36	0.16835120186388347	6.28	0.06778010342280226	14689
CP003496.1_prot_D7S_00744_671	putative long-chain-fatty-acid--CoA ligase-like protein	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0	0.24832675778497956	7.62	0.85	0.45697611425757195	8.03	0.17540658799462042	22800
CP003496.1_prot_D7S_00748_673	anaerobic ribonucleoside-triphosphate reductase	0.0	0.12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.6071995209243343	10.77	2.0	1.5334480897088625	10.77	0.4990148315117536	38384
CP003496.1_prot_D7S_00749_674	anaerobic ribonucleotide reductase-activating protein	0.0	0.171	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.2971685219106665	5.14	0.1	0.041792472486882726	7.58	0.27862784838899096	24496
CP003496.1_prot_D7S_00750_675	putative deoxyribonuclease YjjV	0.0	0.134	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.06769832323516978	4.45	1.5	0.9491737540961869	6.75	0.05623397041274412	13760
CP003496.1_prot_D7S_00751_676	plasmid stabilization system protein	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.6377272086797239	5.41	0.21	0.10407042600344746	7.27	0.5817362150285076	38778
CP003496.1_prot_D7S_00752_677	hypothetical protein	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.24906439340566439	3.525	0.08	0.04170827571837176	4.83	0.2078135358854394	19572
CP003496.1_prot_D7S_00753_678	peptidyl-prolyl cis-trans isomerase B	0.0	0.104	0.5	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	0.2034655488234465	3.42	0.68	0.5825462656033944	5.84	0.17860975886954708	17901
CP003496.1_prot_D7S_00754_679	cysteinyl-tRNA synthetase	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.49074679442017755	3.11	0.41	0.20421125906843707	4.59	-0.5045360180326938	2229
CP003496.1_prot_D7S_00755_680	hypothetical protein	0.0	0.158	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.010850359306749333	3.13	0.24	0.11731403784592656	5.64	-0.005099729130755976	9133
CP003496.1_prot_D7S_00759_683	putative FHA domain protein	0.0	0.142	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	-0.08357756798647316	4.03	0.13	0.0627175004261929	6.24	-0.11363675108442407	11021
CP003496.1_prot_D7S_00764_684	protoporphyrinogen oxidase	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.1325503733972101	3.65	0.17	0.07687610099823843	5.78	0.11438107324834731	14937
CP003496.1_prot_D7S_00765_685	TrkG protein	0.0	0.221	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.09664647033958008	3.66	0.05	0.022283730797643626	5.34	0.05147746860379218	14929
CP003496.1_prot_D7S_00766_686	IMPACT family protein	0.0	0.112	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.1262406650697478	3.0100000000000002	0.05	0.01791904229727426	5.49	0.10410186956604096	13815
CP003496.1_prot_D7S_00768_688	IMPACT family protein	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.032351697900521344	2.44	0.1	0.05443107987801415	3.24	-0.0010001325933362444	7192
CP003496.1_prot_D7S_00770_690	sulfurtransferase TusA	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.10624559673101312	3.02	0.05	0.020712783891803838	4.95	0.08359365825014678	13061
CP003496.1_prot_D7S_00771_691	putative cytoplasmic protein	0.0	0.094	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.528141468226011	4.795	0.66	0.5718562119978027	7.1	0.47991930748394684	34711
CP003496.1_prot_D7S_00773_692	nicotinamide-nucleotide adenylyltransferase	0.0	0.128	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	-0.2584655488234465	2.32	1.5	0.9732291212850188	3.95	-0.2764536965127953	4334
CP003496.1_prot_D7S_00774_693	murein transglycosyllase C	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.2658221783852332	3.15	0.28	0.12383999772697138	4.72	-0.26902392362623834	3399
CP003496.1_prot_D7S_00776_695	phosphoglycerate kinase	0.0	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03012963223897422	3.76	0.18	0.0767508950050196	6.46	0.01308449983899381	14197
CP003496.1_prot_D7S_00777_696	ribosomal protein L17	0.0	0.268	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.4065626320980696	4.875	0.69	0.5822715132688046	7.04	0.37520864508552276	28984
CP003496.1_prot_D7S_00778_697	DNA-directed RNA polymerase, alpha subunit	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1065605185289559	4.39	0.1	0.047380997480726626	5.3	0.0736115583505389	16615
CP003496.1_prot_D7S_00779_698	ribosomal protein S4	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	-0.04828307735662956	2.71	0.37	0.1743247210804463	4.67	-0.06938666111037449	7795
CP003496.1_prot_D7S_00780_699	30S ribosomal protein S11	0.0	0.221	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.25165492461603495	3.4850000000000003	0.78	0.6249842782187032	4.74	0.2145818574432216	18508
CP003496.1_prot_D7S_00781_700	ribosomal protein S13p/S18e	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.5305565731999435	4.6	0.35	0.15434925084765025	6.6	0.48087767317636804	34206
CP003496.1_prot_D7S_00783_702	preprotein translocase, SecY subunit	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.6274101733126672	1.97	0.7	0.3434826586858106	4.02	-0.6294307957494364	1092
CP003496.1_prot_D7S_00784_703	ribosomal protein L15	0.0	0.107	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.22333521206143445	3.74	0.94	0.6941954425776143	5.9	0.19536699941280095	17887
CP003496.1_prot_D7S_00785_704	ribosomal protein S5	0.0	0.117	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.19031139918275325	3.96	0.87	0.6632181349800161	6.21	0.1742333263879681	17584
CP003496.1_prot_D7S_00786_705	ribosomal protein L18	0.0	0.212	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.5143919966182895	4.495	2.0	1.470657284109636	6.27	0.4629089083780047	33060
CP003496.1_prot_D7S_00787_706	50S ribosomal protein L6	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3461194871072284	3.57	0.28	0.12733866232265642	6.22	0.3059462428731081	24877
CP003496.1_prot_D7S_00788_707	ribosomal protein S8	1.0	0.187	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	0.41546991686628154	4.97	0.21	0.09375750572992633	6.82	0.384887200954672	29232
CP003496.1_prot_D7S_00789_708	30S ribosomal protein S14	0.0	0.122	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.5054022826546428	4.98	0.85	0.6790727937415946	6.78	0.45357159093061583	33158
CP003496.1_prot_D7S_00790_709	50S ribosomal protein L5	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.20709031985345921	4.77	0.2	0.0789454094292804	7.23	0.18660447407800276	19636
CP003496.1_prot_D7S_00791_710	50S ribosomal protein L24	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.29943004086233627	3.92	0.33	0.1428341825620821	5.8	0.2694167787396057	22960
CP003496.1_prot_D7S_00792_711	50S ribosomal protein L14	0.0	0.172	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.4157989291249824	4.305	0.27	0.12062441990415396	6.31	0.3811301687723751	28870
CP003496.1_prot_D7S_00793_712	integrase, catalytic region	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.48064675214879526	4.86	0.11	0.05602172636523783	6.49	0.43361724092209186	32303
CP003496.1_prot_D7S_00794_713	delta-aminolevulinic acid dehydratase	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.3449295476962097	3.99	0.15	0.06457200765252971	6.36	0.30357253802587464	26106
CP003496.1_prot_D7S_00795_714	twin arginine-targeting protein translocase TatC	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.21492954769620967	3.94	0.04	0.01619703369764931	6.65	-0.20930274847044114	6490
CP003496.1_prot_D7S_00796_715	sec-independent translocase	0.0	0.117	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.037436240665069745	4.73	0.54	0.5204652131911427	7.37	0.03556399522663991	14822
CP003496.1_prot_D7S_00797_716	twin arginine translocase protein A	0.0	0.113	0.5	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.3665168381006059	3.765	0.6	0.5408616672664937	6.54	0.33095022067319535	26780
CP003496.1_prot_D7S_00799_718	WD-40 repeat containing protein, putative	0.0	0.121	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2959010849654784	3.38	0.57	0.5320437368590534	5.17	0.2558824086526623	21776
CP003496.1_prot_D7S_00800_719	WD-40 repeat containing protein, putative	0.0	0.256	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.20882203748062558	3.89	0.34	0.14381556266929327	5.71	0.1741633360483397	19983
CP003496.1_prot_D7S_00801_720	hypothetical protein	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	4.0	0.001420318444413133	10.88	1.0	0.5365343890288486	10.88	-0.08710880230333566	24934
CP003496.1_prot_D7S_00802_721	FHA domain protein	0.0	0.091	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	-0.2276539382837819	3.07	0.1	0.04685791676926866	4.43	-0.24314767109275848	4839
CP003496.1_prot_D7S_00803_722	hypothetical protein	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.270014794983796	3.4850000000000003	0.06	0.02801128937548539	4.97	0.2280835527437349	20441
CP003496.1_prot_D7S_00804_723	chaperonin HslO	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.3227751162463013	4.13	0.1	0.04195575170950694	5.36	-0.3179610933267668	3410
CP003496.1_prot_D7S_00805_724	heat shock protein 15	0.0	0.102	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.303462026208257	5.09	0.74	0.6025707006610724	7.12	0.2778633530960544	23691
CP003496.1_prot_D7S_00806_725	HAD-superfamily hydrolase, subfamily IA, variant 3	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.1847724390587572	4.02	0.1	0.04697024226696723	6.62	0.1585189324342242	17441
CP003496.1_prot_D7S_00807_726	ADP compounds hydrolase NudE	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.26936170212765953	3.99	0.08	0.03564175174739076	6.84	0.24371251870513136	21968
CP003496.1_prot_D7S_00808_727	histidine kinase	0.0	0.098	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.21968085106382976	3.27	1.5	0.9396497641732805	4.62	-0.22558123236035083	4045
CP003496.1_prot_D7S_00809_728	inner membrane protein YkgB	0.0	0.116	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	0.19468014654079188	3.32	0.12	0.059623245506033005	5.53	0.1659268274203019	16698
CP003496.1_prot_D7S_00810_729	oligopeptide transporter, OPT family	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2944089051711991	10.58	0.95	0.4901124202072244	10.58	0.210623567518421	31502
CP003496.1_prot_D7S_00811_730	hypothetical protein	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4754875299422291	4.87	0.05	0.022978614589055365	7.31	0.43687714280302314	32337
CP003496.1_prot_D7S_00812_731	3',5'-bisphosphate nucleotidase	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.06772579963364803	5.46	0.08	0.03345055215653591	6.8	0.06162909855473263	16422
CP003496.1_prot_D7S_00813_732	glucose-6-phosphate 1-dehydrogenase	1.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.5675250105678457	6.52	0.63	0.3558840187146023	6.73	0.4851618585797359	35227
CP003496.1_prot_D7S_00814_733	diadenosine tetraphosphatase	0.0	0.113	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	-0.1731400591799352	3.61	0.22	0.0987034265906465	5.73	-0.1788045763642907	5509
CP003496.1_prot_D7S_00815_734	virulence-associated protein D	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.218906580245174	5.37	0.09	0.03782026026177712	7.85	0.2078584282007084	20001
CP003496.1_prot_D7S_00819_736	magnesium and cobalt transport protein CorA	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.22137804706213893	4.21	0.02	0.009820809577027257	6.99	0.1975094235978255	22679
CP003496.1_prot_D7S_00820_737	integral membrane protein	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2273869240524165	3.7	0.07	0.033371943250052084	6.09	0.2013443070103991	19083
CP003496.1_prot_D7S_00821_738	hypothetical protein	0.0	0.152	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.5123129491334366	4.8149999999999995	0.26	0.11735855132309207	6.8	0.4679194211353778	33636
CP003496.1_prot_D7S_00822_739	NADPH-flavin oxidoreductase	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.24211638720586165	3.16	0.18	0.08296137745534447	5.64	-0.23954368950429034	2923
CP003496.1_prot_D7S_00824_740	excinuclease ABC subunit B	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.2890200084542765	6.95	0.87	0.4574647207016082	7.89	0.2225327221411929	24478
CP003496.1_prot_D7S_00826_742	hypothetical protein	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.27840848245737637	3.89	0.18	0.07939518496770408	5.65	0.2477694012463774	21416
CP003496.1_prot_D7S_00827_743	paar repeat-containing protein	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.02908552909680147	3.89	0.21	0.0906434565188567	6.11	0.0225271342791658	10228
CP003496.1_prot_D7S_00828_744	23S rRNA pseudouridine synthase D	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.09817810342398196	3.69	0.14	0.06468082889777056	5.85	-0.1069435341806679	8112
CP003496.1_prot_D7S_00829_745	ribosomal large subunit pseudouridine synthase D	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.17189093983373255	4.26	0.17	0.08019453336616598	5.72	0.136636959445381	20483
CP003496.1_prot_D7S_00830_746	lipoprotein	1.0	0.661	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	-0.131202620825701	5.0	0.09	0.04134534881518384	7.38	-0.1251788115848692	9553
CP003496.1_prot_D7S_00831_747	5-formyltetrahydrofolate cyclo-ligase	0.0	0.161	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.022665915175426238	3.6	0.13	0.059953592332316806	5.68	0.011951868618945701	10699
CP003496.1_prot_D7S_00832_748	Z-ring-associated protein ZapA	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5228047062138932	5.0	0.11	0.05115384615384616	6.92	0.47826956225257133	34221
CP003496.1_prot_D7S_00833_749	yecA family protein	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	-0.19490700295899677	3.76	0.04	0.0197329191370068	6.62	-0.198151364764268	7971
CP003496.1_prot_D7S_00834_750	Xaa-Pro aminopeptidase	1.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.26674369451881075	2.93	0.27	0.13030288106377744	4.46	-0.29019727994241656	4304
CP003496.1_prot_D7S_00835_751	30S ribosomal protein S16	1.0	0.125	0.0	-3.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.3665661547132591	3.905	0.18	0.09000056825715533	5.6	0.3203999583278086	26204
CP003496.1_prot_D7S_00836_752	16S rRNA processing protein RimM	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.12633366211075103	3.7	0.13	0.06020930805220391	6.33	0.11150654442823857	14691
CP003496.1_prot_D7S_00837_753	tRNA guanine-N1--methyltransferase	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.11453219670283218	3.76	0.21	0.0956576629477393	6.26	-0.12159803383024263	8015
CP003496.1_prot_D7S_00838_754	50S ribosomal protein L19	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.34740453712836405	3.96	0.27	0.12535459246491013	5.4	0.3061879415831644	24265
CP003496.1_prot_D7S_00839_755	MreD protein	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.20402775820769342	4.48	0.05	0.02355814217794026	6.68	0.1874315723675487	18445
CP003496.1_prot_D7S_00840_756	rod shape-determining protein MreC	0.0	0.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19461955755953222	3.93	0.23	0.10704439982573448	6.0	0.16187913170306667	18916
CP003496.1_prot_D7S_00841_757	rod shape-determining protein MreB	0.0	0.164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2799556150486121	3.88	2.0	1.4367581876385125	6.05	0.24280681150910158	24046
CP003496.1_prot_D7S_00843_759	RNA methyltransferase, TrmH family, group 3	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.016838100605889812	4.58	0.16	0.07313043395904761	7.08	-0.025131740950504806	11651
CP003496.1_prot_D7S_00844_760	hypothetical protein	0.0	0.109	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.1859525151472453	3.2649999999999997	0.05	0.024696077131437885	4.77	0.15108802303335672	15988
CP003496.1_prot_D7S_00845_761	glycerol-3-phosphate transporter	0.0	0.101	0.0	-2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.006190643934056644	3.15	0.38	0.1758729377000739	5.35	-0.02933371848540526	11319
CP003496.1_prot_D7S_00846_762	glycerophosphoryl diester phosphodiesterase	0.0	0.712	0.0	-2.4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.12594406087079046	3.74	0.51	0.22131106396681374	6.76	0.10942473433977987	17537
CP003496.1_prot_D7S_00847_763	DNA protecting protein DprA	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.292470762293927	2.73	0.18	0.08635898698691118	4.84	-0.2933347224063796	3816
CP003496.1_prot_D7S_00848_764	ribosomal protein L9	1.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.3745998309144709	5.27	0.22	0.08864025533688179	7.75	0.35368315875210726	28502
CP003496.1_prot_D7S_00849_765	30S ribosomal protein S18	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.11397844159504016	2.785	0.14	0.05438078911976968	4.8	0.0881744738885837	12260
CP003496.1_prot_D7S_00852_768	30S ribosomal protein S6	0.0	0.102	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.4514907707482035	4.69	0.61	0.5518100884586973	6.57	0.4169465648854962	30623
CP003496.1_prot_D7S_00853_769	LexA repressor	0.0	0.102	0.5	3.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1758461321685219	3.73	1.5	0.9758526698615346	5.72	0.14766095883924005	17283
CP003496.1_prot_D7S_00855_771	MdlB protein	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.07222840636888826	5.4	0.6	0.28905034758396003	7.48	-0.11835783153069536	11161
CP003496.1_prot_D7S_00856_772	transcriptional regulator AraC family protein	0.0	0.1	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.015060588981259688	3.1	1.5	0.9665782395393329	4.84	-0.008337658401682047	10978
CP003496.1_prot_D7S_00857_773	alkylhydroperoxidase AhpD core	0.0	0.111	0.0	-5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5398816401296322	4.885	0.13	0.0673393252893376	6.59	0.48318564961263805	34378
