	Description	Ori_CR (Pr)	Rec_CR (Pr)	Ori_RBP (Pr)	Rec_RBP (Pr)	Orignial_rank	Rec_rank	SignalP_nonfused	SignalP_fused	MS_nonfused	MS_fused	Secretion_nonfused	Secretion_fused
CP003496.1_prot_D7S_00810_729	oligopeptide transporter, OPT family	0.7310090121298087	0.7328781597808145	0.0	0.3222479783096954	725.0	913.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00811_730	hypothetical protein	0.9008549949934404	0.8994108230608594	0.0	0.4365751768864198	428.0	454.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00812_731	3',5'-bisphosphate nucleotidase	0.4388218602010965	0.4390058463867453	0.0	0.15029616996792533	1249.0	1636.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00813_732	glucose-6-phosphate 1-dehydrogenase	0.9515764733852431	0.9526877833554102	0.0	0.4328003996740616	340.0	401.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00814_733	diadenosine tetraphosphatase	0.1739490996549648	0.17254885051265476	0.0	0.022057307231799522	1696.0	1973.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00815_734	virulence-associated protein D	0.638088761191721	0.6367975293658539	0.0	0.6042093199161825	900.0	580.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00819_736	magnesium and cobalt transport protein CorA	0.6412609724794311	0.6390592386112628	0.0	0.37021384621181025	893.0	995.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00820_737	integral membrane protein	0.6489438551313629	0.6520715968460893	0.0	0.3309484093801055	880.0	1034.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00821_738	hypothetical protein	0.9240218623460338	0.9240059146671615	0.0	0.6478144828622361	394.0	212.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00822_739	NADPH-flavin oxidoreductase	0.12236667354549578	0.12254741955345776	0.0	0.27570519456003395	1794.0	1843.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00824_740	excinuclease ABC subunit B	0.7247017319099824	0.7231832592165457	0.0	0.6228917376112302	738.0	443.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00826_742	hypothetical protein	0.7121163470745573	0.71035017874637	0.0	0.3334312951531379	765.0	937.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00827_743	paar repeat-containing protein	0.38936585451585887	0.392627744450497	0.0	0.2490691056106312	1316.0	1561.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00828_744	23S rRNA pseudouridine synthase D	0.2433891922939906	0.24429206569653525	0.0	0.7675322927491973	1594.0	991.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00829_745	ribosomal large subunit pseudouridine synthase D	0.5766719403249274	0.5732989658459509	0.0	0.7493178763420332	1021.0	463.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00830_746	lipoprotein	0.21111185258321807	0.21053276188721823	0.0	0.35454623655613526	1643.0	1660.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00831_747	5-formyltetrahydrofolate cyclo-ligase	0.3813249365099217	0.38227300294030553	0.0	0.5651953978605928	1326.0	1094.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00832_748	Z-ring-associated protein ZapA	0.9299065921155918	0.9296690740940534	0.0	0.5518724304429046	378.0	295.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00833_749	yecA family protein	0.15638855653462463	0.15488886428793594	0.0	0.6865384546950861	1728.0	1280.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00834_750	Xaa-Pro aminopeptidase	0.1067892526438624	0.10561983457839057	0.0	0.7467280479647014	1819.0	1253.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00835_751	30S ribosomal protein S16	0.8091986224193146	0.8095856017589422	0.0	0.9400642509524958	585.0	75.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00836_752	16S rRNA processing protein RimM	0.5161261386134767	0.5224352804913297	0.0	0.6995469795565312	1116.0	600.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00837_753	tRNA guanine-N1--methyltransferase	0.22708085975748196	0.2273294782483311	0.0	0.660359865678589	1623.0	1192.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00838_754	50S ribosomal protein L19	0.7896607020880954	0.7898269662899454	0.0	0.7059801535199166	623.0	281.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00839_755	MreD protein	0.6188539798832523	0.6189647205729336	0.0	0.23804604266092275	937.0	1245.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00840_756	rod shape-determining protein MreC	0.6065834389567621	0.6100923606508142	0.0	0.09554791092381798	962.0	1476.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00841_757	rod shape-determining protein MreB	0.7139645566086237	0.7165079022199639	1.0	0.1406210270676322	36.0	1244.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00843_759	RNA methyltransferase, TrmH family, group 3	0.33321497171432124	0.33280182317555695	0.0	0.7559809053115532	1444.0	861.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00844_760	hypothetical protein	0.595217088545141	0.595504124178998	0.0	0.5442924998661888	992.0	750.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00845_761	glycerol-3-phosphate transporter	0.3609594776238108	0.35853321209732275	0.0	0.10306160367847501	1374.0	1780.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00846_762	glycerophosphoryl diester phosphodiesterase	0.5156077543935933	0.5194258961947742	0.0	0.7842763752490776	1120.0	485.0	True	True	False	True	True	True
CP003496.1_prot_D7S_00847_763	DNA protecting protein DprA	0.09205286181634607	0.09429631700086137	0.0	0.8457976683020965	1839.0	1102.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00848_764	ribosomal protein L9	0.8171037999082558	0.8113082045497635	0.0	0.875903944796527	572.0	128.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00849_765	30S ribosomal protein S18	0.4997012255906812	0.5020028011597413	0.0	0.6855784533567675	1143.0	664.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00852_768	30S ribosomal protein S6	0.8836191524444759	0.8858942024471299	0.5	0.6753576987121087	105.0	223.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00853_769	LexA repressor	0.5818995782896881	0.5762784367453595	0.5	0.9838628119894245	231.0	224.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00855_771	MdlB protein	0.2705272160913727	0.2744997201367841	0.0	0.4463920252911537	1545.0	1454.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00856_772	transcriptional regulator AraC family protein	0.3718737866776627	0.37221790096965607	0.5	0.754867086437563	478.0	773.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00857_773	alkylhydroperoxidase AhpD core	0.9388236629721127	0.9383546735134253	0.0	0.9880095725681447	361.0	7.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00858_774	lipopolysaccharide biosynthesis protein	0.8502500718745183	0.8520278985080109	0.0	0.35996532502144446	518.0	619.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00859_775	3-deoxy-D-manno-octulosonic-acid kinase	0.17037055212576338	0.17094096410117576	0.0	0.7219256664481918	1701.0	1180.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00860_776	pantetheine-phosphate adenylyltransferase	0.432717225091668	0.43389118986374026	0.0	0.287247311334781	1261.0	1453.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00861_777	3-deoxy-D-manno-octulosonic-acid transferase domain-containing protein	0.00650189689461789	0.0063561924008593805	0.0	0.3097978403618788	1992.0	1916.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00862_778	lipopolysaccharide core biosynthesis glycosylltransferase KdtX	0.1451505206683367	0.14296476931877955	0.0	0.30504378132014903	1745.0	1793.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00863_779	virulence-associated protein, putative	0.9607645056907067	0.9607323371961362	0.5	0.7844782414592445	71.0	79.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00864_780	Plasmid maintenance system killer	0.9279005742255564	0.9283689752127865	0.0	0.3792324534168223	386.0	478.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00865_781	phosphatidylserine synthase	0.2408090294354353	0.23965273208200802	0.0	0.6689974576801707	1604.0	1151.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00866_782	ATP-dependent RNA helicase SrmB	0.5988180658490174	0.603379040313119	0.5	0.9884903267134076	224.0	198.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00867_783	NapF protein	0.6603311391695412	0.6610326311983905	0.0	0.278196366587451	861.0	1105.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00868_784	ribonuclease T2 family	0.21091039717911464	0.2106460347810578	1.0	0.8179192069955669	168.0	957.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00869_785	phosphoglycerate kinase	0.7106740976483377	0.7140981305778384	0.0	0.34436929602022404	768.0	909.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00870_786	fructose-bisphosphate aldolase	0.6928225562909811	0.6952116283544192	0.0	0.13573653438664665	797.0	1292.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00871_787	RfaL protein	0.3261842961540935	0.3277012814481232	0.0	0.01785238222966249	1457.0	1886.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00872_788	protein cof	0.3103713606679092	0.3127202820036418	0.0	0.038294273637295956	1484.0	1881.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00873_789	acetohydroxy acid synthase II	0.12246889581916179	0.12364607425612324	0.0	0.04660176770104874	1793.0	1978.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00876_792	translation elongation factor Tu	0.04294868938456058	0.042705105643965416	0.5	0.8941831241705163	1080.5	1110.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00881_793	pantothenate kinase	0.5792578924017083	0.5759002051761943	0.0	0.09939323774629667	1015.0	1513.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00883_795	ATP-dependent DNA helicase RecQ	0.7546160344544263	0.7554424104026123	1.0	0.9936272157755135	31.0	76.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00884_796	frataxin-like protein	0.9895776167465729	0.9892570331701357	0.0	0.7882505178767982	281.0	58.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00886_798	diaminopimelate decarboxylase	0.09077311348245581	0.08867971845410089	0.0	0.17071393148050065	1841.0	1950.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00887_799	inner membrane protein	0.294255714637658	0.29379022571525876	0.0	0.5550836611676879	1511.0	1261.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00888_800	dna-3-methyladenine glycosyllase 1	0.49509200879729587	0.497376530125358	0.0	0.6417816030202507	1151.0	753.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00890_802	xanthine phosphoribosyltransferase	0.8482047195536644	0.8469824455219146	0.0	0.290470809788342	523.0	757.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00891_803	aminoacyl-histidine dipeptidase	0.2601943329026409	0.2574270116554585	0.0	0.7853614991603458	1557.0	940.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00892_804	short-chain dehydrogenase/reductase SDR	0.07619244680840698	0.07556511185311615	0.0	0.37690453592249024	1864.0	1788.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00893_805	MobB protein	0.3625910893569438	0.3661334658501027	0.0	0.2617245162934308	1369.0	1583.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00894_806	RseC protein	0.7588615110131934	0.7575957094971857	0.0	0.32793062574327525	670.0	865.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00895_807	periplasmic negative regulator of sigmaE	0.6864644980732393	0.6836014392720646	0.0	0.6133627626787559	810.0	493.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00896_808	sigma-E factor negative regulatory protein	0.5501241924811415	0.5496221352688178	0.0	0.9682494055340094	1064.0	263.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00897_809	RNA polymerase sigma factor RpoE	0.6816931862439997	0.6837262153221242	0.0	0.5795946495352777	820.0	543.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00898_810	TPR repeat protein	0.8471121092277331	0.8464261381484757	0.0	0.35036130371299506	525.0	647.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00899_811	DMT superfamily drug/metabolite transporter	0.7810233363265567	0.7828711119872414	0.0	0.0882974114725062	640.0	1219.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00900_812	prolyl-tRNA synthetase	0.8719383906967659	0.8712657241242483	0.0	0.8790622210851222	477.0	74.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00901_813	L-seryl-tRNA selenium transferase	0.15141309137863893	0.1503691780517273	0.0	0.46452183313044676	1735.0	1600.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00902_814	selenocysteine-specific translation elongation factor	0.8747692402588084	0.8744677656572951	1.0	0.768668614058464	17.0	154.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00903_815	lipoprotein, putative	0.4833317062648516	0.48316528720200363	0.0	0.63966710195293	1174.0	787.0	True	True	True	False	True	True
CP003496.1_prot_D7S_00904_816	glycoside hydrolase, family 19, putative	0.6572589792033192	0.6627326050228199	0.0	0.8967813599814141	867.0	225.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00905_817	EF hand domain protein	0.3530128273864802	0.3467127557619746	0.0	0.6280276797247832	1395.0	1046.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00906_818	hypothetical protein	0.9066799692374925	0.9064369211811412	0.0	0.3307067034182388	415.0	584.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00910_821	putative FHA domain protein	0.7826612709578846	0.7846110138964255	0.0	0.40087527642545584	638.0	666.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00912_823	hypothetical protein	0.8606522219545096	0.8596284243385307	0.0	0.6175583862638439	497.0	299.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00914_825	hypothetical protein	0.6267274652512537	0.6250330185538009	0.0	0.42626743042658244	920.0	923.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00915_826	hypothetical protein	0.3083383042722645	0.3122876842208885	0.5	0.5358887783820905	589.0	1264.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00916_827	molybdopterin biosynthesis mog protein	0.43474130538884653	0.4338557868116545	0.0	0.4642619656633996	1256.0	1170.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00917_828	phosphatidate cytidylyltransferase	0.7376573454970854	0.7368500254613122	0.0	0.33094881115132635	711.0	895.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00918_829	acyltransferase	0.32059101633711323	0.31841541771558357	0.0	0.6408356681942023	1466.0	1075.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00919_830	CDP-alcohol phosphatidyltransferase	0.44602238694325286	0.44386289040944876	0.0	0.44930587915334236	1233.0	1178.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00920_831	CitT protein	0.590688110211412	0.5905186928766772	0.0	0.3957190372178424	999.0	1031.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00921_832	ribonuclease HII	0.4732200608258655	0.46813967913315907	1.0	0.8901571715088982	63.0	427.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00922_833	lipid-A-disaccharide synthase	0.21422776380843692	0.21721111826355494	0.0	0.4230124103995042	1639.0	1563.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00923_834	UDP-N-acetylglucosamine acyltransferase	0.3517427088467381	0.3558742556323738	0.0	0.5393214237744269	1399.0	1176.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00924_835	FabA protein	0.8776551268723501	0.8780203269079737	0.0	0.347182703857716	469.0	597.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00925_836	UDP-3-O-3-hydroxymyristoyl glucosamine N-acyltransferase	0.7580622751217818	0.7608051473292518	0.0	0.6596445958539892	671.0	349.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00926_837	outer membrane protein 26	0.8370456896549716	0.8326074804680104	0.5	0.774167916499608	121.0	190.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00928_839	RIP metalloprotease RseP	0.06771098638742948	0.06829904874209829	0.0	0.0996927085449574	1882.0	1979.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00929_840	phosphatidate cytidylyltransferase	0.35841883244070394	0.3615413790612205	0.0	0.22491871401018934	1380.0	1640.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00930_841	di-trans,poly-cis-decaprenylcistransferase	0.2511574710107104	0.24858609940814805	0.0	0.46446295680154126	1581.0	1460.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00931_842	1-deoxy-D-xylulose 5-phosphate reductoisomerase	0.16146880122116275	0.16036482525752171	0.0	0.4664352383749383	1718.0	1585.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00932_843	ribosome recycling factor	0.8776781050735761	0.8787754393241268	0.5	0.8562210900108407	108.0	85.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00934_845	UMP kinase	0.06942873624921515	0.06779135256141038	0.0	0.1524295325599728	1878.0	1961.0	False	False	False	False	False	False
